locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLNMODBO_04314	CDS	1059	cytR_2		COG1609	HTH-type transcriptional repressor CytR
PLNMODBO_04315	CDS	1413	cbhA	3.2.1.91	COG5297	Exoglucanase A
PLNMODBO_04316	CDS	1155				hypothetical protein
PLNMODBO_04317	CDS	966	rhaS_3			HTH-type transcriptional activator RhaS
PLNMODBO_04318	CDS	651				hypothetical protein
PLNMODBO_04319	tRNA	76				tRNA-His(gtg)
PLNMODBO_04320	CDS	609	orn	3.1.-.-	COG1949	Oligoribonuclease
PLNMODBO_04321	CDS	1515	rhaS_4			HTH-type transcriptional activator RhaS
PLNMODBO_04322	CDS	306				hypothetical protein
PLNMODBO_04323	CDS	522				hypothetical protein
PLNMODBO_04324	CDS	1830	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
PLNMODBO_04325	CDS	192				hypothetical protein
PLNMODBO_04326	CDS	1644		3.2.1.52	COG3525	Beta-N-acetylhexosaminidase
PLNMODBO_04327	CDS	1155	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PLNMODBO_04328	CDS	939	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
PLNMODBO_04329	CDS	2001	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
PLNMODBO_04330	CDS	1626		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
PLNMODBO_04331	CDS	729				hypothetical protein
PLNMODBO_04332	CDS	1209	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PLNMODBO_04333	CDS	885	tesB_1	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
PLNMODBO_04334	CDS	795		3.1.3.-		putative phosphatase
PLNMODBO_04335	CDS	987	gbh_2	3.5.3.7		Guanidinobutyrase
PLNMODBO_04336	CDS	2355				hypothetical protein
PLNMODBO_04337	CDS	6243				hypothetical protein
PLNMODBO_04338	CDS	495				hypothetical protein
PLNMODBO_04339	CDS	396				hypothetical protein
PLNMODBO_04340	CDS	1125	hdfR_1			HTH-type transcriptional regulator HdfR
PLNMODBO_04341	CDS	864				hypothetical protein
PLNMODBO_04342	CDS	2208	kdpB_2	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
PLNMODBO_04343	CDS	954				hypothetical protein
PLNMODBO_04344	CDS	99				hypothetical protein
PLNMODBO_04345	CDS	1704	mez	1.1.1.38	COG0281	Putative malate oxidoreductase [NAD]
PLNMODBO_04346	CDS	693	betI_7			HTH-type transcriptional regulator BetI
PLNMODBO_04347	CDS	2415				hypothetical protein
PLNMODBO_04348	CDS	816				hypothetical protein
PLNMODBO_04349	CDS	2862				hypothetical protein
PLNMODBO_04350	CDS	1641	mrdA_2	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
PLNMODBO_04351	CDS	1233				hypothetical protein
PLNMODBO_04352	CDS	3768		3.6.3.-		Multidrug efflux ATP-binding/permease protein
PLNMODBO_04353	CDS	1422	ptp	3.4.11.-		Prolyl tri/tetrapeptidyl aminopeptidase
PLNMODBO_04354	CDS	627				hypothetical protein
PLNMODBO_04355	CDS	1821	nagZ_2	3.2.1.52	COG1472	Beta-hexosaminidase
PLNMODBO_04356	CDS	774				hypothetical protein
PLNMODBO_04357	CDS	960				hypothetical protein
PLNMODBO_04358	CDS	1221	galS		COG1609	HTH-type transcriptional regulator GalS
PLNMODBO_04359	CDS	1152	xdh	1.1.1.179		D-xylose dehydrogenase
PLNMODBO_04360	CDS	1176				hypothetical protein
PLNMODBO_04361	CDS	876				hypothetical protein
PLNMODBO_04362	CDS	2268	recD2_1	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
PLNMODBO_04363	CDS	96				hypothetical protein
PLNMODBO_04364	CDS	1302	gltA2	2.3.3.16	COG0372	Citrate synthase 1
PLNMODBO_04365	CDS	2298	ctpA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
PLNMODBO_04366	CDS	297				hypothetical protein
PLNMODBO_04367	CDS	1308	napA			Na(+)/H(+) antiporter
PLNMODBO_04368	CDS	816				hypothetical protein
PLNMODBO_04369	CDS	1116	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
PLNMODBO_04370	CDS	951		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
PLNMODBO_04371	CDS	204				hypothetical protein
PLNMODBO_04372	CDS	1518	iolT			Major myo-inositol transporter IolT
PLNMODBO_04373	CDS	864				hypothetical protein
PLNMODBO_04374	CDS	1020	iolG_2	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
PLNMODBO_04375	CDS	921	iolE	4.2.1.44	COG1082	Inosose dehydratase
PLNMODBO_04376	CDS	1056	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
PLNMODBO_04377	CDS	894				hypothetical protein
PLNMODBO_04378	CDS	912	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
PLNMODBO_04379	CDS	1911	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
PLNMODBO_04380	CDS	1494	bauC_2	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
PLNMODBO_04381	CDS	480				hypothetical protein
PLNMODBO_04382	CDS	1230				hypothetical protein
PLNMODBO_04383	CDS	2856	btuD_22	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PLNMODBO_04384	CDS	921				hypothetical protein
PLNMODBO_04385	CDS	540				hypothetical protein
PLNMODBO_04386	CDS	489				hypothetical protein
PLNMODBO_04387	CDS	1023				hypothetical protein
PLNMODBO_04388	CDS	2130				hypothetical protein
PLNMODBO_04389	CDS	1080	mreB_1		COG1077	Cell shape-determining protein MreB
PLNMODBO_04390	CDS	555				hypothetical protein
PLNMODBO_04391	CDS	207				hypothetical protein
PLNMODBO_04392	CDS	480		1.14.99.53		Lytic chitin monooxygenase
PLNMODBO_04393	CDS	801				hypothetical protein
PLNMODBO_04394	CDS	651				hypothetical protein
PLNMODBO_04395	CDS	1044				hypothetical protein
PLNMODBO_04396	CDS	2067				hypothetical protein
PLNMODBO_04397	CDS	612				hypothetical protein
PLNMODBO_04398	CDS	873				hypothetical protein
PLNMODBO_04399	CDS	1311			COG0654	putative protein
PLNMODBO_04400	CDS	414				hypothetical protein
PLNMODBO_04401	CDS	1962				hypothetical protein
PLNMODBO_04402	CDS	408			COG2018	Serine protease inhibitor
PLNMODBO_04403	CDS	363				hypothetical protein
PLNMODBO_04404	CDS	624				hypothetical protein
PLNMODBO_04405	CDS	210	mbtH_3		COG3251	Protein MbtH
PLNMODBO_04406	CDS	1242				hypothetical protein
PLNMODBO_04407	CDS	603				hypothetical protein
PLNMODBO_04408	tRNA	74				tRNA-Arg(tct)
PLNMODBO_04409	CDS	1917				hypothetical protein
PLNMODBO_04410	CDS	2295				hypothetical protein
PLNMODBO_04411	CDS	723				Single-stranded DNA-binding protein
PLNMODBO_04412	CDS	1407				hypothetical protein
PLNMODBO_04413	CDS	1665	ettA_3		COG0488	Energy-dependent translational throttle protein EttA
PLNMODBO_04414	CDS	411				hypothetical protein
PLNMODBO_04415	CDS	741				hypothetical protein
PLNMODBO_04416	CDS	405	glbO		COG2346	Group 2 truncated hemoglobin GlbO
PLNMODBO_04417	CDS	1041	pcm_8	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
PLNMODBO_04418	CDS	1488				hypothetical protein
PLNMODBO_04419	CDS	1383				hypothetical protein
PLNMODBO_04420	CDS	1767				hypothetical protein
PLNMODBO_04421	CDS	2904	pknD_11	2.7.11.1		Serine/threonine-protein kinase PknD
PLNMODBO_04422	CDS	1344				hypothetical protein
PLNMODBO_04423	CDS	1017				hypothetical protein
PLNMODBO_04424	CDS	1479				hypothetical protein
PLNMODBO_04425	CDS	981	murK	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
PLNMODBO_04426	CDS	1314	licH_1	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
PLNMODBO_04427	CDS	909	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
PLNMODBO_04428	CDS	990	lacF_2			Lactose transport system permease protein LacF
PLNMODBO_04429	CDS	1341				hypothetical protein
PLNMODBO_04430	CDS	1194	nagC_3		COG1940	N-acetylglucosamine repressor
PLNMODBO_04431	CDS	432				hypothetical protein
PLNMODBO_04432	CDS	888				hypothetical protein
PLNMODBO_04433	CDS	198				hypothetical protein
PLNMODBO_04434	CDS	633				hypothetical protein
PLNMODBO_04435	CDS	318				hypothetical protein
PLNMODBO_04436	CDS	2115	paoC_2	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
PLNMODBO_04437	CDS	1017	paoB_2	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
PLNMODBO_04438	CDS	534	paoA_2	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
PLNMODBO_04439	CDS	1839				hypothetical protein
PLNMODBO_04440	CDS	462				hypothetical protein
PLNMODBO_04441	CDS	390				hypothetical protein
PLNMODBO_04442	CDS	591				hypothetical protein
PLNMODBO_04443	CDS	504				hypothetical protein
PLNMODBO_04444	CDS	1071				hypothetical protein
PLNMODBO_04445	CDS	537				hypothetical protein
PLNMODBO_04446	CDS	3390				hypothetical protein
PLNMODBO_04447	CDS	318				hypothetical protein
PLNMODBO_04448	CDS	2100	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
PLNMODBO_04449	CDS	1692				hypothetical protein
PLNMODBO_04450	CDS	270				hypothetical protein
PLNMODBO_04451	CDS	975	desA1	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA1
PLNMODBO_04452	CDS	975	hdfR_2			HTH-type transcriptional regulator HdfR
PLNMODBO_04453	CDS	1158	alc	3.5.3.4		allantoicase
PLNMODBO_04454	CDS	2577	pepN_3	3.4.11.2		Aminopeptidase N
PLNMODBO_04455	CDS	600				hypothetical protein
PLNMODBO_04456	CDS	237	mazE9			Antitoxin MazE9
PLNMODBO_04457	CDS	348	mazF9	3.1.-.-	COG2337	Endoribonuclease MazF9
PLNMODBO_04458	CDS	543				hypothetical protein
PLNMODBO_04459	CDS	1032	asd_2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
PLNMODBO_04460	CDS	3336				hypothetical protein
PLNMODBO_04461	CDS	1743	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PLNMODBO_04462	CDS	1047				hypothetical protein
PLNMODBO_04463	CDS	2583	pepN_4	3.4.11.2		Aminopeptidase N
PLNMODBO_04464	CDS	669				Thioredoxin-like reductase
PLNMODBO_04465	CDS	642	sodF1	1.15.1.1	COG0605	Superoxide dismutase [Fe-Zn] 1
PLNMODBO_04466	CDS	1506	gabP_1		COG1113	GABA permease
PLNMODBO_04467	CDS	1413	gabP_2		COG1113	GABA permease
PLNMODBO_04468	CDS	600	bioY2		COG1268	Biotin transporter BioY2
PLNMODBO_04469	CDS	723				hypothetical protein
PLNMODBO_04470	CDS	1854	pknD_12	2.7.11.1		Serine/threonine-protein kinase PknD
PLNMODBO_04471	CDS	1503	gabP_3		COG1113	GABA permease
PLNMODBO_04472	CDS	489	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
PLNMODBO_04473	CDS	810	nei1_2	3.2.2.-	COG0266	Endonuclease 8 1
PLNMODBO_04474	CDS	1230	eis_3	2.3.1.-	COG4552	N-acetyltransferase Eis
PLNMODBO_04475	CDS	1143				hypothetical protein
PLNMODBO_04476	CDS	462				hypothetical protein
PLNMODBO_04477	CDS	1206	khtU		COG0475	K(+)/H(+) antiporter subunit KhtU
PLNMODBO_04478	CDS	822	bceA_2		COG1136	Bacitracin export ATP-binding protein BceA
PLNMODBO_04479	CDS	1116				hypothetical protein
PLNMODBO_04480	CDS	195				hypothetical protein
PLNMODBO_04481	CDS	378	yfgD		COG1393	putative protein YfgD
PLNMODBO_04482	tRNA	74				tRNA-Gly(tcc)
PLNMODBO_04483	tRNA	77				tRNA-Pro(tgg)
PLNMODBO_04484	CDS	1389	tig	5.2.1.8	COG0544	Trigger factor
PLNMODBO_04485	CDS	615	clpP1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 1
PLNMODBO_04486	CDS	684	clpP2_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
PLNMODBO_04487	CDS	1290	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
PLNMODBO_04488	CDS	939				hypothetical protein
PLNMODBO_04489	CDS	903				hypothetical protein
PLNMODBO_04490	CDS	2646	valS	6.1.1.9	COG0525	Valine--tRNA ligase
PLNMODBO_04491	CDS	1230				hypothetical protein
PLNMODBO_04492	CDS	1449	pbpA_4		COG0768	Penicillin-binding protein A
PLNMODBO_04493	CDS	1569	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
PLNMODBO_04494	CDS	360				hypothetical protein
PLNMODBO_04495	CDS	414	ndkA	2.7.4.6	COG0105	Nucleoside diphosphate kinase
PLNMODBO_04496	CDS	1020	mreB_2		COG1077	Cell shape-determining protein MreB
PLNMODBO_04497	CDS	933				hypothetical protein
PLNMODBO_04498	CDS	723				hypothetical protein
PLNMODBO_04499	CDS	2142	mrdA_3	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
PLNMODBO_04500	CDS	1209	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
PLNMODBO_04501	CDS	465				hypothetical protein
PLNMODBO_04502	CDS	1776	sufS_2	4.4.1.16		Cysteine desulfurase
PLNMODBO_04503	CDS	1380				hypothetical protein
PLNMODBO_04504	CDS	1782				putative protein
PLNMODBO_04505	CDS	1941				hypothetical protein
PLNMODBO_04506	CDS	1215				hypothetical protein
PLNMODBO_04507	CDS	744				hypothetical protein
PLNMODBO_04508	CDS	3954	rne	3.1.26.12		Ribonuclease E
PLNMODBO_04509	CDS	321	rplU		COG0261	50S ribosomal protein L21
PLNMODBO_04510	CDS	258	rpmA		COG0211	50S ribosomal protein L27
PLNMODBO_04511	CDS	1437	obg	3.6.5.-	COG0536	GTPase Obg
PLNMODBO_04512	CDS	1098	proB	2.7.2.11	COG0263	Glutamate 5-kinase
PLNMODBO_04513	CDS	492				hypothetical protein
PLNMODBO_04514	CDS	1269	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
PLNMODBO_04515	CDS	612				hypothetical protein
PLNMODBO_04516	CDS	963				hypothetical protein
PLNMODBO_04517	CDS	1128	htpX_3	3.4.24.-		Protease HtpX
PLNMODBO_04518	CDS	180				hypothetical protein
PLNMODBO_04519	CDS	162				hypothetical protein
PLNMODBO_04520	CDS	630	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
PLNMODBO_04521	CDS	1824	mltG_2	4.2.2.-		Endolytic murein transglycosylase
PLNMODBO_04522	CDS	495	rsfS			Ribosomal silencing factor RsfS
PLNMODBO_04523	CDS	342				hypothetical protein
PLNMODBO_04524	tRNA	74				tRNA-Ala(ggc)
PLNMODBO_04525	CDS	246				hypothetical protein
PLNMODBO_04526	CDS	234				hypothetical protein
PLNMODBO_04527	CDS	1833	phsA	1.10.3.4		O-aminophenol oxidase
PLNMODBO_04528	CDS	1308				hypothetical protein
PLNMODBO_04529	tRNA	74				tRNA-Ala(ggc)
PLNMODBO_04530	CDS	435				hypothetical protein
PLNMODBO_04531	CDS	1542				hypothetical protein
PLNMODBO_04532	CDS	987				hypothetical protein
PLNMODBO_04533	CDS	2889	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
PLNMODBO_04534	CDS	810				hypothetical protein
PLNMODBO_04535	CDS	846	degV		COG1307	Protein DegV
PLNMODBO_04536	CDS	846	comEA		COG1555	ComE operon protein 1
PLNMODBO_04537	CDS	2751				hypothetical protein
PLNMODBO_04538	CDS	1518				hypothetical protein
PLNMODBO_04539	CDS	486				hypothetical protein
PLNMODBO_04540	CDS	933	nat	2.3.1.5	COG2162	Arylamine N-acetyltransferase
PLNMODBO_04541	CDS	246				hypothetical protein
PLNMODBO_04542	CDS	984				hypothetical protein
PLNMODBO_04543	CDS	702				hypothetical protein
PLNMODBO_04544	CDS	267	rpsT		COG0268	30S ribosomal protein S20
PLNMODBO_04545	CDS	1869	lepA	3.6.5.-	COG0481	Elongation factor 4
PLNMODBO_04546	CDS	303				hypothetical protein
PLNMODBO_04547	CDS	1890		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
PLNMODBO_04548	CDS	588	cheB_6	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
PLNMODBO_04549	CDS	3981	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
PLNMODBO_04550	CDS	3015				hypothetical protein
PLNMODBO_04551	CDS	1233	hemW		COG0635	Heme chaperone HemW
PLNMODBO_04552	CDS	834				hypothetical protein
PLNMODBO_04553	CDS	834				hypothetical protein
PLNMODBO_04554	CDS	672				hypothetical protein
PLNMODBO_04555	CDS	1017	hrcA		COG1420	Heat-inducible transcription repressor HrcA
PLNMODBO_04556	CDS	1137	dnaJ2		COG0484	Chaperone protein DnaJ 2
PLNMODBO_04557	CDS	1107	pnoA	1.13.12.-		Nitronate monooxygenase
PLNMODBO_04558	CDS	744	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
PLNMODBO_04559	CDS	429	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
PLNMODBO_04560	CDS	849				hypothetical protein
PLNMODBO_04561	CDS	357		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
PLNMODBO_04562	CDS	906	rnz	3.1.26.11	COG1234	Ribonuclease Z
PLNMODBO_04563	CDS	792				hypothetical protein
PLNMODBO_04564	CDS	1359	gudD	4.2.1.40	COG4948	Glucarate dehydratase
PLNMODBO_04565	CDS	1086		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
PLNMODBO_04566	CDS	639	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
PLNMODBO_04567	CDS	1341	licH_2	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
PLNMODBO_04568	CDS	1215	RBKS	2.7.1.15		Ribokinase
PLNMODBO_04569	CDS	1011			COG1702	PhoH-like protein
PLNMODBO_04570	CDS	498	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
PLNMODBO_04571	CDS	1320				hypothetical protein
PLNMODBO_04572	CDS	1167				hypothetical protein
PLNMODBO_04573	CDS	777	nimR_2			HTH-type transcriptional regulator NimR
PLNMODBO_04574	rRNA	1524				16S ribosomal RNA
PLNMODBO_04575	rRNA	3119				23S ribosomal RNA
PLNMODBO_04576	rRNA	111				5S ribosomal RNA
PLNMODBO_04577	CDS	831				hypothetical protein
PLNMODBO_04578	CDS	366				hypothetical protein
PLNMODBO_04579	CDS	1623	novL_1	6.3.1.15		8-demethylnovobiocic acid synthase
PLNMODBO_04580	CDS	1620		1.18.1.2		Ferredoxin--NADP reductase
PLNMODBO_04581	CDS	1101	hmo_1	1.1.3.46		4-hydroxymandelate oxidase
PLNMODBO_04582	CDS	1425				hypothetical protein
PLNMODBO_04583	CDS	1269	gerN_1		COG0475	Na(+)/H(+)-K(+) antiporter GerN
PLNMODBO_04584	CDS	939	era		COG1159	GTPase Era
PLNMODBO_04585	CDS	1260				hypothetical protein
PLNMODBO_04586	CDS	1323	bglA	3.2.1.21	COG2723	Beta-glucosidase A
PLNMODBO_04587	CDS	267				hypothetical protein
PLNMODBO_04588	CDS	1035	prtS	3.4.24.-		Protease PrtS
PLNMODBO_04589	CDS	1779	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
PLNMODBO_04590	CDS	726				hypothetical protein
PLNMODBO_04591	CDS	747	recO			DNA repair protein RecO
PLNMODBO_04592	CDS	816		2.5.1.88	COG0020	Trans,polycis-polyprenyl diphosphate synthase ((2Z,6E)-farnesyl diphosphate specific)
PLNMODBO_04593	CDS	429	zur_2		COG0735	Zinc uptake regulation protein
PLNMODBO_04594	CDS	909	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
PLNMODBO_04595	CDS	774	mntB		COG1121	Manganese transport system ATP-binding protein MntB
PLNMODBO_04596	CDS	966	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
PLNMODBO_04597	CDS	1383	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
PLNMODBO_04598	CDS	408				hypothetical protein
PLNMODBO_04599	CDS	1212				hypothetical protein
PLNMODBO_04600	CDS	666	degU_10		COG2197	Transcriptional regulatory protein DegU
PLNMODBO_04601	CDS	597				hypothetical protein
PLNMODBO_04602	CDS	585				hypothetical protein
PLNMODBO_04603	CDS	1008	iolS_3	1.1.1.-	COG0667	Aldo-keto reductase IolS
PLNMODBO_04604	CDS	1449	stp_3			Multidrug resistance protein Stp
PLNMODBO_04605	CDS	894				hypothetical protein
PLNMODBO_04606	CDS	1491	stp_4			Multidrug resistance protein Stp
PLNMODBO_04607	CDS	1128	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
PLNMODBO_04608	CDS	2739	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
PLNMODBO_04609	CDS	1056				hypothetical protein
PLNMODBO_04610	CDS	948	tauD_1	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
PLNMODBO_04611	CDS	450		2.3.1.-		Acetyltransferase
PLNMODBO_04612	CDS	852	araQ_6		COG0395	L-arabinose transport system permease protein AraQ
PLNMODBO_04613	CDS	1005	lacF_3			Lactose transport system permease protein LacF
PLNMODBO_04614	CDS	1287				hypothetical protein
PLNMODBO_04615	CDS	759		1.1.1.119	COG1028	Glucose 1-dehydrogenase
PLNMODBO_04616	CDS	408	merR1_2			Mercuric resistance operon regulatory protein
PLNMODBO_04617	CDS	834	xylF_2	3.7.1.9		2-hydroxymuconate semialdehyde hydrolase
PLNMODBO_04618	CDS	1119			COG2814	Chloramphenicol efflux pump
PLNMODBO_04619	CDS	285				hypothetical protein
PLNMODBO_04620	CDS	276				hypothetical protein
PLNMODBO_04621	CDS	183				hypothetical protein
PLNMODBO_04622	CDS	783				hypothetical protein
PLNMODBO_04623	CDS	468				hypothetical protein
PLNMODBO_04624	CDS	726	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
PLNMODBO_04625	CDS	564				hypothetical protein
PLNMODBO_04626	CDS	1908	kimA_2		COG0531	Potassium transporter KimA
PLNMODBO_04627	CDS	663				hypothetical protein
PLNMODBO_04628	CDS	945				hypothetical protein
PLNMODBO_04629	CDS	354	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
PLNMODBO_04630	CDS	2622	nasD_2	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
PLNMODBO_04631	CDS	1302	nasD_3	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
PLNMODBO_04632	CDS	1299				hypothetical protein
PLNMODBO_04633	CDS	651	nreC_4		COG2197	Oxygen regulatory protein NreC
PLNMODBO_04634	CDS	747				hypothetical protein
PLNMODBO_04635	CDS	684				hypothetical protein
PLNMODBO_04636	CDS	942	fabH_3	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
PLNMODBO_04637	CDS	459				hypothetical protein
PLNMODBO_04638	CDS	1206				hypothetical protein
PLNMODBO_04639	CDS	627				hypothetical protein
PLNMODBO_04640	CDS	147				hypothetical protein
PLNMODBO_04641	CDS	297				hypothetical protein
PLNMODBO_04642	CDS	1992				hypothetical protein
PLNMODBO_04643	CDS	1500				hypothetical protein
PLNMODBO_04644	CDS	306				hypothetical protein
PLNMODBO_04645	CDS	786	yfcA_2		COG0730	putative membrane transporter protein YfcA
PLNMODBO_04646	CDS	333				hypothetical protein
PLNMODBO_04647	CDS	447	cutA			Divalent-cation tolerance protein CutA
PLNMODBO_04648	CDS	1044				hypothetical protein
PLNMODBO_04649	CDS	705				hypothetical protein
PLNMODBO_04650	CDS	432				hypothetical protein
PLNMODBO_04651	CDS	1011		3.5.4.2	COG1816	Adenine deaminase
PLNMODBO_04652	CDS	456				hypothetical protein
PLNMODBO_04653	CDS	459				hypothetical protein
PLNMODBO_04654	CDS	2160	nasC	1.7.-.-	COG0243	Assimilatory nitrate reductase catalytic subunit
PLNMODBO_04655	CDS	948				hypothetical protein
PLNMODBO_04656	CDS	1332	dgt		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
PLNMODBO_04657	CDS	1278	thcD_1	1.18.1.-		Rhodocoxin reductase
PLNMODBO_04658	CDS	963	thadh	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
PLNMODBO_04659	CDS	1914	dnaG	2.7.7.-	COG0358	DNA primase
PLNMODBO_04660	CDS	1128	hrdA		COG0568	RNA polymerase principal sigma factor HrdA
PLNMODBO_04661	CDS	1440	xylB_1	2.7.1.17	COG1070	Xylulose kinase
PLNMODBO_04662	CDS	300				hypothetical protein
PLNMODBO_04663	tRNA	74				tRNA-Asn(gtt)
PLNMODBO_04664	tRNA	74				tRNA-Asn(gtt)
PLNMODBO_04665	tRNA	77				tRNA-Met(cat)
PLNMODBO_04666	CDS	780				hypothetical protein
PLNMODBO_04667	CDS	837		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
PLNMODBO_04668	CDS	1158	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PLNMODBO_04669	CDS	1332				hypothetical protein
PLNMODBO_04670	CDS	357				hypothetical protein
PLNMODBO_04671	CDS	3747				hypothetical protein
PLNMODBO_04672	CDS	387	trxC		COG0526	Putative thioredoxin 2
PLNMODBO_04673	CDS	597	gpm2_2	3.1.3.2	COG0406	Acid phosphatase
PLNMODBO_04674	CDS	1032	mreBH		COG1077	Cell shape-determining protein MreBH
PLNMODBO_04675	CDS	1005				hypothetical protein
PLNMODBO_04676	CDS	2397	uvrA_2			UvrABC system protein A
PLNMODBO_04677	CDS	729				hypothetical protein
PLNMODBO_04678	CDS	234				hypothetical protein
PLNMODBO_04679	CDS	960				hypothetical protein
PLNMODBO_04680	CDS	777	COQ5_5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PLNMODBO_04681	CDS	1491			COG4908	putative protein
PLNMODBO_04682	CDS	4545	aftD	2.4.2.47		Alpha-(1->3)-arabinofuranosyltransferase
PLNMODBO_04683	CDS	726		2.1.1.-		putative methyltransferase
PLNMODBO_04684	CDS	1233	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PLNMODBO_04685	CDS	948				hypothetical protein
PLNMODBO_04686	CDS	144				hypothetical protein
PLNMODBO_04687	CDS	1236				hypothetical protein
PLNMODBO_04688	CDS	1017				hypothetical protein
PLNMODBO_04689	CDS	1620	qacA_4		COG0477	Antiseptic resistance protein
PLNMODBO_04690	CDS	804				hypothetical protein
PLNMODBO_04691	CDS	639				Thioredoxin-like reductase
PLNMODBO_04692	CDS	432	nicR_1		COG1846	HTH-type transcriptional repressor NicR
PLNMODBO_04693	CDS	1023	yfmJ_3	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
PLNMODBO_04694	CDS	429	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
PLNMODBO_04695	CDS	1068	cytR_3		COG1609	HTH-type transcriptional repressor CytR
PLNMODBO_04696	CDS	570	xylG_1	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
