locus_tag	ftype	length_bp	gene	EC_number	COG	product
GKLDFEFB_04157	CDS	3411				hypothetical protein
GKLDFEFB_04158	CDS	1749	pknD_9	2.7.11.1		Serine/threonine-protein kinase PknD
GKLDFEFB_04159	CDS	1341	pknD_10	2.7.11.1		Serine/threonine-protein kinase PknD
GKLDFEFB_04160	CDS	1146	prfB		COG1186	Peptide chain release factor 2
GKLDFEFB_04161	CDS	912				hypothetical protein
GKLDFEFB_04162	CDS	189				hypothetical protein
GKLDFEFB_04163	CDS	690	ftsE		COG2884	Cell division ATP-binding protein FtsE
GKLDFEFB_04164	CDS	912	ftsX		COG2177	Cell division protein FtsX
GKLDFEFB_04165	CDS	1200				hypothetical protein
GKLDFEFB_04166	CDS	510	smpB		COG0691	SsrA-binding protein
GKLDFEFB_04167	tmRNA	368	ssrA			transfer-messenger RNA, SsrA
GKLDFEFB_04168	CDS	1296				hypothetical protein
GKLDFEFB_04169	CDS	978	benM_6			HTH-type transcriptional regulator BenM
GKLDFEFB_04170	CDS	525				hypothetical protein
GKLDFEFB_04171	CDS	411				hypothetical protein
GKLDFEFB_04172	CDS	258				hypothetical protein
GKLDFEFB_04173	CDS	1878				hypothetical protein
GKLDFEFB_04174	CDS	144				hypothetical protein
GKLDFEFB_04175	CDS	1401	narK		COG2223	Nitrate/nitrite transporter NarK
GKLDFEFB_04176	CDS	1233				hypothetical protein
GKLDFEFB_04177	CDS	777				hypothetical protein
GKLDFEFB_04178	CDS	636				hypothetical protein
GKLDFEFB_04179	CDS	90				hypothetical protein
GKLDFEFB_04180	CDS	540	sigL_1		COG1595	ECF RNA polymerase sigma factor SigL
GKLDFEFB_04181	CDS	741				hypothetical protein
GKLDFEFB_04182	CDS	2424				hypothetical protein
GKLDFEFB_04183	CDS	1434		1.1.1.38		NAD-dependent malic enzyme
GKLDFEFB_04184	CDS	282	hup		COG0776	DNA-binding protein HU
GKLDFEFB_04185	CDS	1347	murAA_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
GKLDFEFB_04186	CDS	591				hypothetical protein
GKLDFEFB_04187	CDS	897				hypothetical protein
GKLDFEFB_04188	CDS	120				hypothetical protein
GKLDFEFB_04189	CDS	225				hypothetical protein
GKLDFEFB_04190	CDS	1182	pbuE_3		COG2814	Purine efflux pump PbuE
GKLDFEFB_04191	CDS	294				hypothetical protein
GKLDFEFB_04192	CDS	426	sti_2			subtilase-type protease inhibitor
GKLDFEFB_04193	CDS	1299	dasA_2		COG1653	Diacetylchitobiose binding protein DasA
GKLDFEFB_04194	CDS	960	dasB_2		COG1175	Diacetylchitobiose uptake system permease protein DasB
GKLDFEFB_04195	CDS	891	dasC_4		COG0395	Diacetylchitobiose uptake system permease protein DasC
GKLDFEFB_04196	CDS	1674	exoI	3.2.1.52	COG3525	Beta-hexosaminidase
GKLDFEFB_04197	CDS	864				hypothetical protein
GKLDFEFB_04198	CDS	2157				hypothetical protein
GKLDFEFB_04199	CDS	2319	pucD_1	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
GKLDFEFB_04200	CDS	699				55.5 kDa and 49.5 kDa sporulation proteins
GKLDFEFB_04201	CDS	213				hypothetical protein
GKLDFEFB_04202	tRNA	73				tRNA-Cys(gca)
GKLDFEFB_04203	CDS	603	cheB_5	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
GKLDFEFB_04204	CDS	1554				hypothetical protein
GKLDFEFB_04205	CDS	1797				hypothetical protein
GKLDFEFB_04206	CDS	642				hypothetical protein
GKLDFEFB_04207	CDS	780				hypothetical protein
GKLDFEFB_04208	CDS	999	osmX		COG1732	Osmoprotectant-binding protein OsmX
GKLDFEFB_04209	CDS	903				hypothetical protein
GKLDFEFB_04210	CDS	1254	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
GKLDFEFB_04211	CDS	648	opuBB_3		COG1174	Choline transport system permease protein OpuBB
GKLDFEFB_04212	CDS	468	asnC_2		COG1522	Regulatory protein AsnC
GKLDFEFB_04213	CDS	1146	hpd	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
GKLDFEFB_04214	CDS	1365		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
GKLDFEFB_04215	CDS	294				hypothetical protein
GKLDFEFB_04216	CDS	1452	lpd_1	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
GKLDFEFB_04217	CDS	411				hypothetical protein
GKLDFEFB_04218	CDS	477	ssgB_2			Sporulation-specific cell division protein SsgB
GKLDFEFB_04219	CDS	1512				hypothetical protein
GKLDFEFB_04220	CDS	795				hypothetical protein
GKLDFEFB_04221	CDS	321				hypothetical protein
GKLDFEFB_04222	CDS	2400	prtV	3.4.24.-		Pre-pro-metalloprotease PrtV
GKLDFEFB_04223	CDS	306				hypothetical protein
GKLDFEFB_04224	CDS	597	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
GKLDFEFB_04225	CDS	1329	pncB1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB1
GKLDFEFB_04226	CDS	360	clpS			ATP-dependent Clp protease adapter protein ClpS
GKLDFEFB_04227	CDS	609				hypothetical protein
GKLDFEFB_04228	CDS	1476	cycA		COG1113	D-serine/D-alanine/glycine transporter
GKLDFEFB_04229	CDS	423	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
GKLDFEFB_04230	CDS	993	btuF_1			Vitamin B12-binding protein
GKLDFEFB_04231	CDS	1047	hmuU		COG0609	Hemin transport system permease protein HmuU
GKLDFEFB_04232	CDS	834	fecE_2		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
GKLDFEFB_04233	CDS	843				hypothetical protein
GKLDFEFB_04234	CDS	306	cysO_2		COG1977	Sulfur carrier protein CysO
GKLDFEFB_04235	CDS	951	cysM	2.5.1.113	COG0031	O-phosphoserine sulfhydrylase
GKLDFEFB_04236	CDS	753			COG1234	putative protein
GKLDFEFB_04237	CDS	1269	nagE2_1		COG1263	PTS system N-acetylglucosamine-specific EIIC component
GKLDFEFB_04238	CDS	1311	nagE2_2		COG1263	PTS system N-acetylglucosamine-specific EIIC component
GKLDFEFB_04239	CDS	234	nagF	2.7.1.193	COG1264	PTS system N-acetylglucosamine-specific EIIB component
GKLDFEFB_04240	CDS	732	rph	2.7.7.56	COG0689	Ribonuclease PH
GKLDFEFB_04241	CDS	147				hypothetical protein
GKLDFEFB_04242	CDS	411				hypothetical protein
GKLDFEFB_04243	CDS	603		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
GKLDFEFB_04244	tRNA	85				tRNA-Leu(tag)
GKLDFEFB_04245	CDS	672				hypothetical protein
GKLDFEFB_04246	CDS	672				hypothetical protein
GKLDFEFB_04247	CDS	1539	proP_2			Proline/betaine transporter
GKLDFEFB_04248	CDS	513				hypothetical protein
GKLDFEFB_04249	CDS	1398	cseC_5	2.7.13.3	COG0642	Sensor protein CseC
GKLDFEFB_04250	CDS	468	bcp	1.11.1.15	COG1225	Putative peroxiredoxin
GKLDFEFB_04251	CDS	321				hypothetical protein
GKLDFEFB_04252	CDS	351	groS_2			10 kDa chaperonin
GKLDFEFB_04253	CDS	321	gdx_2			Guanidinium exporter
GKLDFEFB_04254	CDS	2454	ponA1_3		COG0744	Penicillin-binding protein 1A
GKLDFEFB_04255	CDS	798				hypothetical protein
GKLDFEFB_04256	CDS	852				hypothetical protein
GKLDFEFB_04257	CDS	1041	btuD_21	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GKLDFEFB_04258	CDS	714				putative protein
GKLDFEFB_04259	CDS	1329				hypothetical protein
GKLDFEFB_04260	CDS	1383				hypothetical protein
GKLDFEFB_04261	CDS	792	srtE1_2	3.4.22.70	COG3764	Sortase SrtE1
GKLDFEFB_04262	CDS	237				hypothetical protein
GKLDFEFB_04263	CDS	1548	yodF		COG0591	putative symporter YodF
GKLDFEFB_04264	CDS	1062				hypothetical protein
GKLDFEFB_04265	CDS	1587				hypothetical protein
GKLDFEFB_04266	CDS	642				hypothetical protein
GKLDFEFB_04267	CDS	1056				hypothetical protein
GKLDFEFB_04268	CDS	306				hypothetical protein
GKLDFEFB_04269	CDS	750	yidC_2			Membrane protein insertase YidC
GKLDFEFB_04270	CDS	858		4.3.2.3		Ureidoglycolate lyase
GKLDFEFB_04271	CDS	1842				hypothetical protein
GKLDFEFB_04272	CDS	528				hypothetical protein
GKLDFEFB_04273	CDS	1098	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
GKLDFEFB_04274	CDS	1209	nanK_2	2.7.1.60		N-acetylmannosamine kinase
GKLDFEFB_04275	CDS	342				hypothetical protein
GKLDFEFB_04276	CDS	759	phnF_2		COG2188	HTH-type transcriptional repressor PhnF
GKLDFEFB_04277	CDS	1095	dadA_2	1.4.99.-		D-amino acid dehydrogenase
GKLDFEFB_04278	CDS	723	gph_7	3.1.3.18		Phosphoglycolate phosphatase
GKLDFEFB_04279	CDS	1125	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
GKLDFEFB_04280	CDS	972				hypothetical protein
GKLDFEFB_04281	CDS	798	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
GKLDFEFB_04282	CDS	1065	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
GKLDFEFB_04283	CDS	780	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
GKLDFEFB_04284	CDS	1506				hypothetical protein
GKLDFEFB_04285	CDS	705				hypothetical protein
GKLDFEFB_04286	CDS	720				hypothetical protein
GKLDFEFB_04287	CDS	1068	cenA	3.2.1.4	COG5297	Endoglucanase A
GKLDFEFB_04288	CDS	1974				hypothetical protein
GKLDFEFB_04289	CDS	1959				hypothetical protein
GKLDFEFB_04290	CDS	681	lutR_1		COG2186	HTH-type transcriptional regulator LutR
GKLDFEFB_04291	tRNA	75				tRNA-Lys(ctt)
GKLDFEFB_04292	CDS	1317				hypothetical protein
GKLDFEFB_04293	CDS	1653				hypothetical protein
GKLDFEFB_04294	CDS	927				hypothetical protein
GKLDFEFB_04295	CDS	1119				hypothetical protein
GKLDFEFB_04296	CDS	594		1.14.99.53		Lytic chitin monooxygenase
GKLDFEFB_04297	CDS	588	gbpA_1		COG3397	GlcNAc-binding protein A
GKLDFEFB_04298	tRNA	76				tRNA-Lys(ctt)
GKLDFEFB_04299	CDS	759				hypothetical protein
GKLDFEFB_04300	CDS	816	artM		COG1126	Arginine transport ATP-binding protein ArtM
GKLDFEFB_04301	CDS	654	tcyB		COG0765	L-cystine transport system permease protein TcyB
GKLDFEFB_04302	CDS	732	yecS		COG0765	L-cystine transport system permease protein YecS
GKLDFEFB_04303	CDS	735	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
GKLDFEFB_04304	CDS	501				hypothetical protein
GKLDFEFB_04305	CDS	1425	aam_4	3.5.1.13	COG0154	Acylamidase
GKLDFEFB_04306	CDS	966	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
GKLDFEFB_04307	CDS	930	maiA_1	5.2.1.1		Maleate isomerase
GKLDFEFB_04308	CDS	741	maiA_2	5.2.1.1		Maleate isomerase
GKLDFEFB_04309	CDS	1146	limB	1.14.13.107		Limonene 1,2-monooxygenase
GKLDFEFB_04310	CDS	1980				hypothetical protein
GKLDFEFB_04311	CDS	1251				hypothetical protein
GKLDFEFB_04312	tRNA	76				tRNA-Lys(ctt)
GKLDFEFB_04313	CDS	693				hypothetical protein
GKLDFEFB_04314	CDS	387				hypothetical protein
GKLDFEFB_04315	CDS	1389				hypothetical protein
GKLDFEFB_04316	CDS	1548				hypothetical protein
GKLDFEFB_04317	CDS	1299				hypothetical protein
GKLDFEFB_04318	CDS	1053				hypothetical protein
GKLDFEFB_04319	CDS	594	gpm2_1	3.1.3.2	COG0406	Acid phosphatase
GKLDFEFB_04320	CDS	1548				hypothetical protein
GKLDFEFB_04321	CDS	561				hypothetical protein
GKLDFEFB_04322	CDS	867	speE_3	2.5.1.16		Polyamine aminopropyltransferase
GKLDFEFB_04323	CDS	546				hypothetical protein
GKLDFEFB_04324	CDS	693	regX3_3		COG0745	Sensory transduction protein regX3
GKLDFEFB_04325	CDS	1452				hypothetical protein
GKLDFEFB_04326	CDS	1047				hypothetical protein
GKLDFEFB_04327	CDS	1455		3.2.1.21		Bifunctional beta-D-glucosidase/beta-D-fucosidase
GKLDFEFB_04328	CDS	843	lacG			Lactose transport system permease protein LacG
GKLDFEFB_04329	CDS	1056				hypothetical protein
GKLDFEFB_04330	CDS	1332				hypothetical protein
GKLDFEFB_04331	CDS	1059	cytR_2		COG1609	HTH-type transcriptional repressor CytR
GKLDFEFB_04332	CDS	1413	cbhA	3.2.1.91	COG5297	Exoglucanase A
GKLDFEFB_04333	CDS	1155				hypothetical protein
GKLDFEFB_04334	CDS	966	rhaS_3			HTH-type transcriptional activator RhaS
GKLDFEFB_04335	CDS	651				hypothetical protein
GKLDFEFB_04336	tRNA	76				tRNA-His(gtg)
GKLDFEFB_04337	CDS	609	orn	3.1.-.-	COG1949	Oligoribonuclease
GKLDFEFB_04338	CDS	1515	rhaS_4			HTH-type transcriptional activator RhaS
GKLDFEFB_04339	CDS	306				hypothetical protein
GKLDFEFB_04340	CDS	522				hypothetical protein
GKLDFEFB_04341	CDS	1830	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
GKLDFEFB_04342	CDS	192				hypothetical protein
GKLDFEFB_04343	CDS	1644		3.2.1.52	COG3525	Beta-N-acetylhexosaminidase
GKLDFEFB_04344	CDS	1155	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GKLDFEFB_04345	CDS	939	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
GKLDFEFB_04346	CDS	2001	accA1_2		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
GKLDFEFB_04347	CDS	1626		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
GKLDFEFB_04348	CDS	729				hypothetical protein
GKLDFEFB_04349	CDS	1209	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GKLDFEFB_04350	CDS	885	tesB_1	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
GKLDFEFB_04351	CDS	795		3.1.3.-		putative phosphatase
GKLDFEFB_04352	CDS	987	gbh_2	3.5.3.7		Guanidinobutyrase
GKLDFEFB_04353	CDS	2355				hypothetical protein
GKLDFEFB_04354	CDS	2910				hypothetical protein
GKLDFEFB_04355	CDS	3183				hypothetical protein
GKLDFEFB_04356	CDS	495				hypothetical protein
GKLDFEFB_04357	CDS	396				hypothetical protein
GKLDFEFB_04358	CDS	1125	hdfR_1			HTH-type transcriptional regulator HdfR
GKLDFEFB_04359	CDS	864				hypothetical protein
GKLDFEFB_04360	CDS	2208	kdpB_2	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
GKLDFEFB_04361	CDS	954				hypothetical protein
GKLDFEFB_04362	CDS	1704	mez	1.1.1.38	COG0281	Putative malate oxidoreductase [NAD]
GKLDFEFB_04363	CDS	693	betI_7			HTH-type transcriptional regulator BetI
GKLDFEFB_04364	CDS	2415				hypothetical protein
GKLDFEFB_04365	CDS	816				hypothetical protein
GKLDFEFB_04366	CDS	2862				hypothetical protein
GKLDFEFB_04367	CDS	1641	mrdA_2	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
GKLDFEFB_04368	CDS	1233				hypothetical protein
GKLDFEFB_04369	CDS	3768		3.6.3.-		Multidrug efflux ATP-binding/permease protein
GKLDFEFB_04370	CDS	1422	ptp	3.4.11.-		Prolyl tri/tetrapeptidyl aminopeptidase
GKLDFEFB_04371	CDS	627				hypothetical protein
GKLDFEFB_04372	CDS	1821	nagZ_2	3.2.1.52	COG1472	Beta-hexosaminidase
GKLDFEFB_04373	CDS	774				hypothetical protein
GKLDFEFB_04374	CDS	960				hypothetical protein
GKLDFEFB_04375	CDS	1221	galS		COG1609	HTH-type transcriptional regulator GalS
GKLDFEFB_04376	CDS	1152	xdh	1.1.1.179		D-xylose dehydrogenase
GKLDFEFB_04377	CDS	1176				hypothetical protein
GKLDFEFB_04378	CDS	876				hypothetical protein
GKLDFEFB_04379	CDS	2268	recD2_1	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
GKLDFEFB_04380	CDS	96				hypothetical protein
GKLDFEFB_04381	CDS	1302	gltA2	2.3.3.16	COG0372	Citrate synthase 1
GKLDFEFB_04382	CDS	2298	ctpA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
GKLDFEFB_04383	CDS	297				hypothetical protein
GKLDFEFB_04384	CDS	1308	napA			Na(+)/H(+) antiporter
GKLDFEFB_04385	CDS	816				hypothetical protein
GKLDFEFB_04386	CDS	1116	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
GKLDFEFB_04387	CDS	951		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
GKLDFEFB_04388	CDS	204				hypothetical protein
GKLDFEFB_04389	CDS	1518	iolT			Major myo-inositol transporter IolT
GKLDFEFB_04390	CDS	864				hypothetical protein
GKLDFEFB_04391	CDS	1020	iolG_2	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GKLDFEFB_04392	CDS	921	iolE	4.2.1.44	COG1082	Inosose dehydratase
GKLDFEFB_04393	CDS	1056	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
GKLDFEFB_04394	CDS	894				hypothetical protein
GKLDFEFB_04395	CDS	912	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
GKLDFEFB_04396	CDS	1911	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
GKLDFEFB_04397	CDS	1494	bauC_2	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
GKLDFEFB_04398	CDS	480				hypothetical protein
GKLDFEFB_04399	CDS	1230				hypothetical protein
GKLDFEFB_04400	CDS	2856	btuD_22	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GKLDFEFB_04401	CDS	921				hypothetical protein
GKLDFEFB_04402	CDS	540				hypothetical protein
GKLDFEFB_04403	CDS	489				hypothetical protein
GKLDFEFB_04404	CDS	1023				hypothetical protein
GKLDFEFB_04405	CDS	2130				hypothetical protein
GKLDFEFB_04406	CDS	1080	mreB_1		COG1077	Cell shape-determining protein MreB
GKLDFEFB_04407	CDS	480				hypothetical protein
GKLDFEFB_04408	CDS	207				hypothetical protein
GKLDFEFB_04409	CDS	480		1.14.99.53		Lytic chitin monooxygenase
GKLDFEFB_04410	CDS	801				hypothetical protein
GKLDFEFB_04411	CDS	651				hypothetical protein
GKLDFEFB_04412	CDS	1044				hypothetical protein
GKLDFEFB_04413	CDS	2067				hypothetical protein
GKLDFEFB_04414	CDS	612				hypothetical protein
GKLDFEFB_04415	CDS	873				hypothetical protein
GKLDFEFB_04416	CDS	1311			COG0654	putative protein
GKLDFEFB_04417	CDS	414				hypothetical protein
GKLDFEFB_04418	CDS	1962				hypothetical protein
GKLDFEFB_04419	CDS	408			COG2018	Serine protease inhibitor
GKLDFEFB_04420	CDS	363				hypothetical protein
GKLDFEFB_04421	CDS	624				hypothetical protein
GKLDFEFB_04422	CDS	210	mbtH_3		COG3251	Protein MbtH
GKLDFEFB_04423	CDS	1242				hypothetical protein
GKLDFEFB_04424	CDS	603				hypothetical protein
GKLDFEFB_04425	tRNA	74				tRNA-Arg(tct)
GKLDFEFB_04426	CDS	1917				hypothetical protein
GKLDFEFB_04427	CDS	2295				hypothetical protein
GKLDFEFB_04428	CDS	723				Single-stranded DNA-binding protein
GKLDFEFB_04429	CDS	1407				hypothetical protein
GKLDFEFB_04430	CDS	1665	ettA_3		COG0488	Energy-dependent translational throttle protein EttA
GKLDFEFB_04431	CDS	411				hypothetical protein
GKLDFEFB_04432	CDS	741				hypothetical protein
GKLDFEFB_04433	CDS	405	glbO		COG2346	Group 2 truncated hemoglobin GlbO
GKLDFEFB_04434	CDS	1041	pcm_8	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
GKLDFEFB_04435	CDS	1488				hypothetical protein
GKLDFEFB_04436	CDS	1383				hypothetical protein
GKLDFEFB_04437	CDS	1767				hypothetical protein
GKLDFEFB_04438	CDS	2904	pknD_11	2.7.11.1		Serine/threonine-protein kinase PknD
GKLDFEFB_04439	CDS	1344				hypothetical protein
GKLDFEFB_04440	CDS	1017				hypothetical protein
GKLDFEFB_04441	CDS	1479				hypothetical protein
GKLDFEFB_04442	CDS	981	murK	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
GKLDFEFB_04443	CDS	1314	licH_1	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
GKLDFEFB_04444	CDS	909	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
GKLDFEFB_04445	CDS	990	lacF_2			Lactose transport system permease protein LacF
GKLDFEFB_04446	CDS	1341				hypothetical protein
GKLDFEFB_04447	CDS	1194	nagC_3		COG1940	N-acetylglucosamine repressor
GKLDFEFB_04448	CDS	432				hypothetical protein
GKLDFEFB_04449	CDS	888				hypothetical protein
GKLDFEFB_04450	CDS	198				hypothetical protein
GKLDFEFB_04451	CDS	633				hypothetical protein
GKLDFEFB_04452	CDS	318				hypothetical protein
GKLDFEFB_04453	CDS	2115	paoC_2	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
GKLDFEFB_04454	CDS	1017	paoB_2	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
GKLDFEFB_04455	CDS	534	paoA_2	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
GKLDFEFB_04456	CDS	1839				hypothetical protein
GKLDFEFB_04457	CDS	462				hypothetical protein
GKLDFEFB_04458	CDS	390				hypothetical protein
GKLDFEFB_04459	CDS	591				hypothetical protein
GKLDFEFB_04460	CDS	504				hypothetical protein
GKLDFEFB_04461	CDS	1071				hypothetical protein
GKLDFEFB_04462	CDS	537				hypothetical protein
GKLDFEFB_04463	CDS	3390				hypothetical protein
GKLDFEFB_04464	CDS	318				hypothetical protein
GKLDFEFB_04465	CDS	2100	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
GKLDFEFB_04466	CDS	1692				hypothetical protein
GKLDFEFB_04467	CDS	270				hypothetical protein
GKLDFEFB_04468	CDS	975	desA1	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA1
GKLDFEFB_04469	CDS	975	hdfR_2			HTH-type transcriptional regulator HdfR
GKLDFEFB_04470	CDS	1158	alc	3.5.3.4		allantoicase
GKLDFEFB_04471	CDS	2577	pepN_3	3.4.11.2		Aminopeptidase N
GKLDFEFB_04472	CDS	600				hypothetical protein
GKLDFEFB_04473	CDS	237	mazE9			Antitoxin MazE9
GKLDFEFB_04474	CDS	348	mazF9	3.1.-.-	COG2337	Endoribonuclease MazF9
GKLDFEFB_04475	CDS	543				hypothetical protein
GKLDFEFB_04476	CDS	1032	asd_2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
GKLDFEFB_04477	CDS	3336				hypothetical protein
GKLDFEFB_04478	CDS	1743	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GKLDFEFB_04479	CDS	1047				hypothetical protein
GKLDFEFB_04480	CDS	2583	pepN_4	3.4.11.2		Aminopeptidase N
GKLDFEFB_04481	CDS	669				Thioredoxin-like reductase
GKLDFEFB_04482	CDS	642	sodF1	1.15.1.1	COG0605	Superoxide dismutase [Fe-Zn] 1
GKLDFEFB_04483	CDS	1506	gabP_1		COG1113	GABA permease
GKLDFEFB_04484	CDS	1413	gabP_2		COG1113	GABA permease
GKLDFEFB_04485	CDS	600	bioY2		COG1268	Biotin transporter BioY2
GKLDFEFB_04486	CDS	723				hypothetical protein
GKLDFEFB_04487	CDS	1854	pknD_12	2.7.11.1		Serine/threonine-protein kinase PknD
GKLDFEFB_04488	CDS	1503	gabP_3		COG1113	GABA permease
GKLDFEFB_04489	CDS	489	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
GKLDFEFB_04490	CDS	810	nei1_2	3.2.2.-	COG0266	Endonuclease 8 1
GKLDFEFB_04491	CDS	1230	eis_3	2.3.1.-	COG4552	N-acetyltransferase Eis
GKLDFEFB_04492	CDS	1143				hypothetical protein
GKLDFEFB_04493	CDS	462				hypothetical protein
GKLDFEFB_04494	CDS	1206	khtU		COG0475	K(+)/H(+) antiporter subunit KhtU
GKLDFEFB_04495	CDS	822	bceA_2		COG1136	Bacitracin export ATP-binding protein BceA
GKLDFEFB_04496	CDS	1116				hypothetical protein
GKLDFEFB_04497	CDS	195				hypothetical protein
GKLDFEFB_04498	CDS	378	yfgD		COG1393	putative protein YfgD
GKLDFEFB_04499	tRNA	74				tRNA-Gly(tcc)
GKLDFEFB_04500	tRNA	77				tRNA-Pro(tgg)
GKLDFEFB_04501	CDS	1389	tig	5.2.1.8	COG0544	Trigger factor
GKLDFEFB_04502	CDS	615	clpP1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 1
GKLDFEFB_04503	CDS	684	clpP2_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
GKLDFEFB_04504	CDS	1290	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
GKLDFEFB_04505	CDS	939				hypothetical protein
GKLDFEFB_04506	CDS	903				hypothetical protein
GKLDFEFB_04507	CDS	2646	valS	6.1.1.9	COG0525	Valine--tRNA ligase
GKLDFEFB_04508	CDS	1230				hypothetical protein
GKLDFEFB_04509	CDS	1449	pbpA_4		COG0768	Penicillin-binding protein A
GKLDFEFB_04510	CDS	1569	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
GKLDFEFB_04511	CDS	360				hypothetical protein
GKLDFEFB_04512	CDS	414	ndkA	2.7.4.6	COG0105	Nucleoside diphosphate kinase
GKLDFEFB_04513	CDS	1020	mreB_2		COG1077	Cell shape-determining protein MreB
GKLDFEFB_04514	CDS	933				hypothetical protein
GKLDFEFB_04515	CDS	723				hypothetical protein
GKLDFEFB_04516	CDS	2142	mrdA_3	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
GKLDFEFB_04517	CDS	1209	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
GKLDFEFB_04518	CDS	465				hypothetical protein
GKLDFEFB_04519	CDS	1776	sufS_2	4.4.1.16		Cysteine desulfurase
GKLDFEFB_04520	CDS	1380				hypothetical protein
GKLDFEFB_04521	CDS	1782				putative protein
GKLDFEFB_04522	CDS	1941				hypothetical protein
GKLDFEFB_04523	CDS	1215				hypothetical protein
GKLDFEFB_04524	CDS	744				hypothetical protein
GKLDFEFB_04525	CDS	3954	rne	3.1.26.12		Ribonuclease E
GKLDFEFB_04526	CDS	321	rplU		COG0261	50S ribosomal protein L21
GKLDFEFB_04527	CDS	258	rpmA		COG0211	50S ribosomal protein L27
GKLDFEFB_04528	CDS	1437	obg	3.6.5.-	COG0536	GTPase Obg
GKLDFEFB_04529	CDS	1098	proB	2.7.2.11	COG0263	Glutamate 5-kinase
GKLDFEFB_04530	CDS	492				hypothetical protein
GKLDFEFB_04531	CDS	1269	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
GKLDFEFB_04532	CDS	612				hypothetical protein
GKLDFEFB_04533	CDS	963				hypothetical protein
GKLDFEFB_04534	CDS	1128	htpX_3	3.4.24.-		Protease HtpX
